timestamp,src_addr,dest_addr,src_battery,dest_battery,path_distance,chosen_path,path_delay,path_quality
4.391349,4,3,99.508774,99.613821,111.233862,0,0.084349,100.000000
4.408488,4,3,99.508774,99.613821,111.233862,0,0.087482,100.000000
4.425627,4,3,99.508774,99.613821,111.233862,0,0.091058,100.000000
4.442766,4,3,99.508774,99.613821,111.233862,0,0.094533,100.000000
4.459905,4,3,99.508774,99.613821,111.233862,0,0.095610,100.000000
4.477044,4,3,99.508774,99.613821,111.233862,0,0.099474,100.000000
4.494182,4,3,99.508774,99.613821,111.233862,0,0.101634,100.000000
4.511321,4,3,99.508774,99.613821,111.233862,0,0.105631,100.000000
4.528460,4,3,99.508774,99.613821,111.233862,0,0.107173,100.000000
4.545599,4,3,99.508774,99.613821,111.233862,0,0.108542,100.000000
4.562738,4,3,99.508774,99.613821,111.233862,0,0.111906,100.000000
4.579877,4,3,99.508774,99.613821,111.233862,0,0.113040,100.000000
4.597016,4,3,99.508774,99.613821,111.233862,0,0.116649,100.000000
4.614155,4,3,99.508774,99.613821,111.233862,0,0.118534,100.000000
4.631294,4,3,99.508774,99.613821,111.233862,0,0.121004,100.000000
4.648432,4,3,99.508774,99.613821,111.233862,0,0.125940,100.000000
4.665571,4,3,99.508774,99.613821,111.233862,0,0.130165,100.000000
4.667678,3,4,99.613821,99.508774,83.782603,0,0.002409,100.000000
4.682710,4,3,99.508774,99.613821,111.233862,0,0.134530,100.000000
4.699849,4,3,99.508774,99.613821,111.233862,0,0.136180,100.000000
4.716988,4,3,99.508774,99.613821,111.233862,0,0.137847,100.000000
4.734127,4,3,99.508774,99.613821,111.233862,0,0.142239,100.000000
4.751266,4,3,99.508774,99.613821,111.233862,0,0.144885,100.000000
4.768405,4,3,99.508774,99.613821,111.233862,0,0.147513,100.000000
4.785543,4,3,99.508774,99.613821,111.233862,0,0.152444,100.000000
4.802682,4,3,99.508774,99.613821,111.233862,0,0.155258,100.000000
4.819821,4,3,99.508774,99.613821,111.233862,0,0.156460,100.000000
4.836960,4,3,99.508774,99.613821,111.233862,0,0.161362,100.000000
4.854099,4,3,99.508774,99.613821,111.233862,0,0.163285,100.000000
4.871238,4,3,99.508774,99.613821,111.233862,0,0.165725,100.000000
4.888377,4,3,99.508774,99.613821,111.233862,0,0.169725,100.000000
4.905516,4,3,99.508774,99.613821,111.233862,0,0.172809,100.000000
4.922655,4,3,99.508774,99.613821,111.233862,0,0.175165,100.000000
4.939793,4,3,99.508774,99.613821,111.233862,0,0.176239,100.000000
4.956932,4,3,99.508774,99.613821,111.233862,0,0.179093,100.000000
4.974071,4,3,99.508774,99.613821,111.233862,0,0.181475,100.000000
4.991210,4,3,99.508774,99.613821,111.233862,0,0.184908,100.000000
5.008349,4,3,99.508774,99.613821,111.233862,0,0.189644,100.000000
5.025488,4,3,99.508774,99.613821,111.233862,0,0.193361,100.000000
5.042627,4,3,99.508774,99.613821,111.233862,0,0.196720,100.000000
5.059766,4,3,99.508774,99.613821,111.233862,0,0.201578,100.000000
5.076904,4,3,99.508774,99.613821,111.233862,0,0.204171,100.000000
5.094043,4,3,99.508774,99.613821,111.233862,0,0.206061,100.000000
5.111182,4,3,99.508774,99.613821,111.233862,0,0.210838,100.000000
5.128321,4,3,99.508774,99.613821,111.233862,0,0.213647,100.000000
5.145460,4,3,99.508774,99.613821,111.233862,0,0.215557,100.000000
5.162599,4,3,99.508774,99.613821,111.233862,0,0.216898,100.000000
5.179738,4,3,99.508774,99.613821,111.233862,0,0.219635,100.000000
5.196877,4,3,99.508774,99.613821,111.233862,0,0.224159,100.000000
5.214016,4,3,99.508774,99.613821,111.233862,0,0.226670,100.000000
5.231154,4,3,99.508774,99.613821,111.233862,0,0.229840,100.000000
5.248293,4,3,99.508774,99.613821,111.233862,0,0.231109,100.000000
5.265432,4,3,99.508774,99.613821,111.233862,0,0.234024,100.000000
5.282571,4,3,99.508774,99.613821,111.233862,0,0.237170,100.000000
5.299710,4,3,99.508774,99.613821,111.233862,0,0.241029,100.000000
5.316849,4,3,99.508774,99.613821,111.233862,0,0.242897,100.000000
5.333988,4,3,99.508774,99.613821,111.233862,0,0.247522,100.000000
5.351127,4,3,99.508774,99.613821,111.233862,0,0.248605,100.000000
5.368265,4,3,99.508774,99.613821,111.233862,0,0.253131,100.000000
5.385404,4,3,99.508774,99.613821,111.233862,0,0.255665,100.000000
5.402543,4,3,99.508774,99.613821,111.233862,0,0.257964,100.000000
5.419682,4,3,99.508774,99.613821,111.233862,0,0.261480,100.000000
5.436821,4,3,99.508774,99.613821,111.233862,0,0.263727,100.000000
5.453960,4,3,99.508774,99.613821,111.233862,0,0.267919,100.000000
5.471099,4,3,99.508774,99.613821,111.233862,0,0.271639,100.000000
5.488238,4,3,99.508774,99.613821,111.233862,0,0.275389,100.000000
5.505377,4,3,99.508774,99.613821,111.233862,0,0.279544,100.000000
5.522515,4,3,99.508774,99.613821,111.233862,0,0.283467,100.000000
5.539654,4,3,99.508774,99.613821,111.233862,0,0.285722,100.000000
5.556793,4,3,99.508774,99.613821,111.233862,0,0.288795,100.000000
5.573932,4,3,99.508774,99.613821,111.233862,0,0.292641,100.000000
5.591071,4,3,99.508774,99.613821,111.233862,0,0.295340,100.000000
5.608210,4,3,99.508774,99.613821,111.233862,0,0.298925,100.000000
5.625349,4,3,99.508774,99.613821,111.233862,0,0.301035,100.000000
5.642488,4,3,99.508774,99.613821,111.233862,0,0.305266,100.000000
5.659627,4,3,99.508774,99.613821,111.233862,0,0.306736,100.000000
5.676765,4,3,99.508774,99.613821,111.233862,0,0.308843,100.000000
5.693904,4,3,99.508774,99.613821,111.233862,0,0.312711,100.000000
5.711043,4,3,99.508774,99.613821,111.233862,0,0.315563,100.000000
5.728182,4,3,99.508774,99.613821,111.233862,0,0.317297,100.000000
5.745321,4,3,99.508774,99.613821,111.233862,0,0.318956,100.000000
5.762460,4,3,99.508774,99.613821,111.233862,0,0.321379,100.000000
5.779599,4,3,99.508774,99.613821,111.233862,0,0.322501,100.000000
5.796738,4,3,99.508774,99.613821,111.233862,0,0.326495,100.000000
5.813876,4,3,99.508774,99.613821,111.233862,0,0.328365,100.000000
5.831015,4,3,99.508774,99.613821,111.233862,0,0.331574,100.000000
5.848154,4,3,99.508774,99.613821,111.233862,0,0.332756,100.000000
5.865293,4,3,99.508774,99.613821,111.233862,0,0.334925,100.000000
5.882432,4,3,99.508774,99.613821,111.233862,0,0.338634,100.000000
5.899571,4,3,99.508774,99.613821,111.233862,0,0.339700,100.000000
5.916710,4,3,99.508774,99.613821,111.233862,0,0.340737,100.000000
5.933849,4,3,99.508774,99.613821,111.233862,0,0.344877,100.000000
5.950988,4,3,99.508774,99.613821,111.233862,0,0.348691,100.000000
5.968126,4,3,99.508774,99.613821,111.233862,0,0.349947,100.000000
5.985265,4,3,99.508774,99.613821,111.233862,0,0.353269,100.000000
6.002404,4,3,99.508774,99.613821,111.233862,0,0.357775,100.000000
6.019543,4,3,99.508774,99.613821,111.233862,0,0.360720,100.000000
6.036682,4,3,99.508774,99.613821,111.233862,0,0.365217,100.000000
6.053821,4,3,99.508774,99.613821,111.233862,0,0.369595,100.000000
6.070960,4,3,99.508774,99.613821,111.233862,0,0.373066,100.000000
6.088099,4,3,99.508774,99.613821,111.233862,0,0.377963,100.000000
6.105237,4,3,99.508774,99.613821,111.233862,0,0.379556,100.000000
6.122376,4,3,99.508774,99.613821,111.233862,0,0.384496,100.000000
6.139515,4,3,99.508774,99.613821,111.233862,0,0.387486,100.000000
6.156654,4,3,99.508774,99.613821,111.233862,0,0.389564,100.000000
6.173793,4,3,99.508774,99.613821,111.233862,0,0.391111,100.000000
6.190932,4,3,99.508774,99.613821,111.233862,0,0.393303,100.000000
6.208071,4,3,99.508774,99.613821,111.233862,0,0.396348,100.000000
6.216895,4,3,99.508774,99.613821,111.233862,0,0.004449,100.000000
6.225210,4,3,99.508774,99.613821,111.233862,0,0.401191,100.000000
6.234033,4,3,99.508774,99.613821,111.233862,0,0.007094,100.000000
6.242349,4,3,99.508774,99.613821,111.233862,0,0.403524,100.000000
6.251172,4,3,99.508774,99.613821,111.233862,0,0.009302,100.000000
6.259487,4,3,99.508774,99.613821,111.233862,0,0.405453,100.000000
6.268311,4,3,99.508774,99.613821,111.233862,0,0.011603,100.000000
6.276626,4,3,99.508774,99.613821,111.233862,0,0.409355,100.000000
6.285450,4,3,99.508774,99.613821,111.233862,0,0.014737,100.000000
6.293765,4,3,99.508774,99.613821,111.233862,0,0.410943,100.000000
6.302589,4,3,99.508774,99.613821,111.233862,0,0.016739,100.000000
6.310904,4,3,99.508774,99.613821,111.233862,0,0.414631,100.000000
6.319728,4,3,99.508774,99.613821,111.233862,0,0.019468,100.000000
6.328043,4,3,99.508774,99.613821,111.233862,0,0.417861,100.000000
6.336867,4,3,99.508774,99.613821,111.233862,0,0.021984,100.000000
6.345182,4,3,99.508774,99.613821,111.233862,0,0.419942,100.000000
6.354006,4,3,99.508774,99.613821,111.233862,0,0.025352,100.000000
6.362321,4,3,99.508774,99.613821,111.233862,0,0.422148,100.000000
6.371145,4,3,99.508774,99.613821,111.233862,0,0.028186,100.000000
6.379460,4,3,99.508774,99.613821,111.233862,0,0.425881,100.000000
6.388283,4,3,99.508774,99.613821,111.233862,0,0.032596,100.000000
6.396598,4,3,99.508774,99.613821,111.233862,0,0.428401,100.000000
6.403765,5,4,99.628207,99.508774,48.470738,0,0.001346,100.000000
6.405422,4,3,99.508774,99.613821,111.233862,0,0.036384,100.000000
6.413737,4,3,99.508774,99.613821,111.233862,0,0.432511,100.000000
6.422810,4,3,99.508774,99.613821,111.233862,0,0.037664,100.000000
6.430876,4,3,99.508774,99.613821,111.233862,0,0.433549,100.000000
6.439949,4,3,99.508774,99.613821,111.233862,0,0.039198,100.000000
6.448015,4,3,99.508774,99.613821,111.233862,0,0.437666,100.000000
6.457088,4,3,99.508774,99.613821,111.233862,0,0.043058,100.000000
6.465154,4,3,99.508774,99.613821,111.233862,0,0.440629,100.000000
6.474226,4,3,99.508774,99.613821,111.233862,0,0.047589,100.000000
6.482293,4,3,99.508774,99.613821,111.233862,0,0.443583,100.000000
6.491365,4,3,99.508774,99.613821,111.233862,0,0.049286,100.000000
6.498692,1,2,99.692368,99.713069,34.489532,0,0.002722,100.000000
6.501278,4,3,99.508774,99.613821,111.233862,0,0.446623,100.000000
6.508504,4,3,99.508774,99.613821,111.233862,0,0.053011,100.000000
6.518417,4,3,99.508774,99.613821,111.233862,0,0.449194,100.000000
6.525643,4,3,99.508774,99.613821,111.233862,0,0.057837,100.000000
6.535556,4,3,99.508774,99.613821,111.233862,0,0.453810,100.000000
6.542782,4,3,99.508774,99.613821,111.233862,0,0.061012,100.000000
6.552695,4,3,99.508774,99.613821,111.233862,0,0.458338,100.000000
6.559921,4,3,99.508774,99.613821,111.233862,0,0.063846,100.000000
6.569834,4,3,99.508774,99.613821,111.233862,0,0.460934,100.000000
6.577060,4,3,99.508774,99.613821,111.233862,0,0.068463,100.000000
6.586973,4,3,99.508774,99.613821,111.233862,0,0.464733,100.000000
6.594199,4,3,99.508774,99.613821,111.233862,0,0.070773,100.000000
6.604112,4,3,99.508774,99.613821,111.233862,0,0.468277,100.000000
6.611337,4,3,99.508774,99.613821,111.233862,0,0.072733,100.000000
6.621250,4,3,99.508774,99.613821,111.233862,0,0.472462,100.000000
6.628476,4,3,99.508774,99.613821,111.233862,0,0.077570,100.000000
6.638389,4,3,99.508774,99.613821,111.233862,0,0.475826,100.000000
6.645615,4,3,99.508774,99.613821,111.233862,0,0.082001,100.000000
6.655528,4,3,99.508774,99.613821,111.233862,0,0.480634,100.000000
6.662754,4,3,99.508774,99.613821,111.233862,0,0.085304,100.000000
6.672667,4,3,99.508774,99.613821,111.233862,0,0.485269,100.000000
6.679893,4,3,99.508774,99.613821,111.233862,0,0.089566,100.000000
6.689806,4,3,99.508774,99.613821,111.233862,0,0.488785,100.000000
6.697032,4,3,99.508774,99.613821,111.233862,0,0.092160,100.000000
6.706945,4,3,99.508774,99.613821,111.233862,0,0.491481,100.000000
6.714171,4,3,99.508774,99.613821,111.233862,0,0.094195,100.000000
6.724084,4,3,99.508774,99.613821,111.233862,0,0.492614,100.000000
6.731310,4,3,99.508774,99.613821,111.233862,0,0.099031,100.000000
6.741223,4,3,99.508774,99.613821,111.233862,0,0.495041,100.000000
6.748449,4,3,99.508774,99.613821,111.233862,0,0.100096,100.000000
6.758362,4,3,99.508774,99.613821,111.233862,0,0.497646,100.000000
6.765587,4,3,99.508774,99.613821,111.233862,0,0.104813,100.000000
6.775500,4,3,99.508774,99.613821,111.233862,0,0.502427,100.000000
6.782726,4,3,99.508774,99.613821,111.233862,0,0.109291,100.000000
6.792639,4,3,99.508774,99.613821,111.233862,0,0.504734,100.000000
6.799865,4,3,99.508774,99.613821,111.233862,0,0.111222,100.000000
6.809778,4,3,99.508774,99.613821,111.233862,0,0.505866,100.000000
6.817004,4,3,99.508774,99.613821,111.233862,0,0.112284,100.000000
6.826917,4,3,99.508774,99.613821,111.233862,0,0.507139,100.000000
6.834143,4,3,99.508774,99.613821,111.233862,0,0.114292,100.000000
6.844056,4,3,99.508774,99.613821,111.233862,0,0.509151,100.000000
6.851282,4,3,99.508774,99.613821,111.233862,0,0.115816,100.000000
6.861195,4,3,99.508774,99.613821,111.233862,0,0.510613,100.000000
6.868421,4,3,99.508774,99.613821,111.233862,0,0.119290,100.000000
6.878334,4,3,99.508774,99.613821,111.233862,0,0.515575,100.000000
6.885560,4,3,99.508774,99.613821,111.233862,0,0.121927,100.000000
6.895473,4,3,99.508774,99.613821,111.233862,0,0.519130,100.000000
6.902698,4,3,99.508774,99.613821,111.233862,0,0.124888,100.000000
6.912611,4,3,99.508774,99.613821,111.233862,0,0.520391,100.000000
6.919837,4,3,99.508774,99.613821,111.233862,0,0.129021,100.000000
6.929750,4,3,99.508774,99.613821,111.233862,0,0.522357,100.000000
6.936976,4,3,99.508774,99.613821,111.233862,0,0.132671,100.000000
6.946889,4,3,99.508774,99.613821,111.233862,0,0.526020,100.000000
6.954115,4,3,99.508774,99.613821,111.233862,0,0.135740,100.000000
6.964028,4,3,99.508774,99.613821,111.233862,0,0.529239,100.000000
6.966385,3,4,99.613821,99.508774,83.782603,0,0.003953,100.000000
6.971254,4,3,99.508774,99.613821,111.233862,0,0.138529,100.000000
6.981167,4,3,99.508774,99.613821,111.233862,0,0.533939,100.000000
6.988393,4,3,99.508774,99.613821,111.233862,0,0.140459,100.000000
6.998306,4,3,99.508774,99.613821,111.233862,0,0.538199,100.000000
7.005532,4,3,99.508774,99.613821,111.233862,0,0.145401,100.000000
7.015445,4,3,99.508774,99.613821,111.233862,0,0.543002,100.000000
7.022671,4,3,99.508774,99.613821,111.233862,0,0.147335,100.000000
7.032584,4,3,99.508774,99.613821,111.233862,0,0.544236,100.000000
7.039810,4,3,99.508774,99.613821,111.233862,0,0.151257,100.000000
7.049723,4,3,99.508774,99.613821,111.233862,0,0.546326,100.000000
7.056948,4,3,99.508774,99.613821,111.233862,0,0.153774,100.000000
7.066861,4,3,99.508774,99.613821,111.233862,0,0.550321,100.000000
7.074087,4,3,99.508774,99.613821,111.233862,0,0.155725,100.000000
7.084000,4,3,99.508774,99.613821,111.233862,0,0.553118,100.000000
7.091226,4,3,99.508774,99.613821,111.233862,0,0.157943,100.000000
7.101139,4,3,99.508774,99.613821,111.233862,0,0.555069,100.000000
7.108365,4,3,99.508774,99.613821,111.233862,0,0.160952,100.000000
7.118278,4,3,99.508774,99.613821,111.233862,0,0.558605,100.000000
7.125504,4,3,99.508774,99.613821,111.233862,0,0.165422,100.000000
7.135417,4,3,99.508774,99.613821,111.233862,0,0.562608,100.000000
7.142643,4,3,99.508774,99.613821,111.233862,0,0.169220,100.000000
7.152556,4,3,99.508774,99.613821,111.233862,0,0.567585,100.000000
7.159782,4,3,99.508774,99.613821,111.233862,0,0.172027,100.000000
7.169695,4,3,99.508774,99.613821,111.233862,0,0.569757,100.000000
7.176921,4,3,99.508774,99.613821,111.233862,0,0.173637,100.000000
7.186834,4,3,99.508774,99.613821,111.233862,0,0.571282,100.000000
7.194059,4,3,99.508774,99.613821,111.233862,0,0.177053,100.000000
7.203972,4,3,99.508774,99.613821,111.233862,0,0.575863,100.000000
7.211198,4,3,99.508774,99.613821,111.233862,0,0.181924,100.000000
7.221111,4,3,99.508774,99.613821,111.233862,0,0.577963,100.000000
7.228337,4,3,99.508774,99.613821,111.233862,0,0.185293,100.000000
7.238250,4,3,99.508774,99.613821,111.233862,0,0.580590,100.000000
7.245476,4,3,99.508774,99.613821,111.233862,0,0.188501,100.000000
7.255389,4,3,99.508774,99.613821,111.233862,0,0.583411,100.000000
7.262615,4,3,99.508774,99.613821,111.233862,0,0.191108,100.000000
7.272528,4,3,99.508774,99.613821,111.233862,0,0.586435,100.000000
7.279754,4,3,99.508774,99.613821,111.233862,0,0.193350,100.000000
7.289667,4,3,99.508774,99.613821,111.233862,0,0.589535,100.000000
7.296893,4,3,99.508774,99.613821,111.233862,0,0.197352,100.000000
7.306806,4,3,99.508774,99.613821,111.233862,0,0.594231,100.000000
7.314032,4,3,99.508774,99.613821,111.233862,0,0.201801,100.000000
7.323945,4,3,99.508774,99.613821,111.233862,0,0.596246,100.000000
7.331171,4,3,99.508774,99.613821,111.233862,0,0.204586,100.000000
7.341084,4,3,99.508774,99.613821,111.233862,0,0.598640,100.000000
7.348309,4,3,99.508774,99.613821,111.233862,0,0.208546,100.000000
7.358222,4,3,99.508774,99.613821,111.233862,0,0.602129,100.000000
7.365448,4,3,99.508774,99.613821,111.233862,0,0.212389,100.000000
7.375361,4,3,99.508774,99.613821,111.233862,0,0.604496,100.000000
7.382587,4,3,99.508774,99.613821,111.233862,0,0.216093,100.000000
7.392500,4,3,99.508774,99.613821,111.233862,0,0.607671,100.000000
7.399726,4,3,99.508774,99.613821,111.233862,0,0.218224,100.000000
7.409639,4,3,99.508774,99.613821,111.233862,0,0.611512,100.000000
7.416865,4,3,99.508774,99.613821,111.233862,0,0.219256,100.000000
7.426778,4,3,99.508774,99.613821,111.233862,0,0.614634,100.000000
7.434004,4,3,99.508774,99.613821,111.233862,0,0.223944,100.000000
7.443917,4,3,99.508774,99.613821,111.233862,0,0.617258,100.000000
7.451143,4,3,99.508774,99.613821,111.233862,0,0.225042,100.000000
7.461056,4,3,99.508774,99.613821,111.233862,0,0.620747,100.000000
7.468282,4,3,99.508774,99.613821,111.233862,0,0.227158,100.000000
7.478195,4,3,99.508774,99.613821,111.233862,0,0.622210,100.000000
7.485420,4,3,99.508774,99.613821,111.233862,0,0.230466,100.000000
7.495333,4,3,99.508774,99.613821,111.233862,0,0.625898,100.000000
7.502559,4,3,99.508774,99.613821,111.233862,0,0.235262,100.000000
7.512472,4,3,99.508774,99.613821,111.233862,0,0.629486,100.000000
7.519698,4,3,99.508774,99.613821,111.233862,0,0.238663,100.000000
7.529611,4,3,99.508774,99.613821,111.233862,0,0.634338,100.000000
7.536837,4,3,99.508774,99.613821,111.233862,0,0.239731,100.000000
7.546750,4,3,99.508774,99.613821,111.233862,0,0.638592,100.000000
7.553976,4,3,99.508774,99.613821,111.233862,0,0.242770,100.000000
7.563889,4,3,99.508774,99.613821,111.233862,0,0.642756,100.000000
7.571115,4,3,99.508774,99.613821,111.233862,0,0.244159,100.000000
7.581028,4,3,99.508774,99.613821,111.233862,0,0.645835,100.000000
7.588254,4,3,99.508774,99.613821,111.233862,0,0.247935,100.000000
7.598167,4,3,99.508774,99.613821,111.233862,0,0.647746,100.000000
7.605393,4,3,99.508774,99.613821,111.233862,0,0.250576,100.000000
7.615306,4,3,99.508774,99.613821,111.233862,0,0.652294,100.000000
7.622532,4,3,99.508774,99.613821,111.233862,0,0.254051,100.000000
7.632445,4,3,99.508774,99.613821,111.233862,0,0.657217,100.000000
7.639670,4,3,99.508774,99.613821,111.233862,0,0.258539,100.000000
7.649583,4,3,99.508774,99.613821,111.233862,0,0.661906,100.000000
7.656809,4,3,99.508774,99.613821,111.233862,0,0.261704,100.000000
7.666722,4,3,99.508774,99.613821,111.233862,0,0.666226,100.000000
7.673948,4,3,99.508774,99.613821,111.233862,0,0.266577,100.000000
7.683861,4,3,99.508774,99.613821,111.233862,0,0.667370,100.000000
7.691087,4,3,99.508774,99.613821,111.233862,0,0.268276,100.000000
7.701000,4,3,99.508774,99.613821,111.233862,0,0.672178,100.000000
7.708226,4,3,99.508774,99.613821,111.233862,0,0.270476,100.000000
7.718139,4,3,99.508774,99.613821,111.233862,0,0.676724,100.000000
7.725365,4,3,99.508774,99.613821,111.233862,0,0.273262,100.000000
7.735278,4,3,99.508774,99.613821,111.233862,0,0.678364,100.000000
7.742504,4,3,99.508774,99.613821,111.233862,0,0.276906,100.000000
7.752417,4,3,99.508774,99.613821,111.233862,0,0.679670,100.000000
7.759643,4,3,99.508774,99.613821,111.233862,0,0.280692,100.000000
7.769556,4,3,99.508774,99.613821,111.233862,0,0.680829,100.000000
7.776781,4,3,99.508774,99.613821,111.233862,0,0.281932,100.000000
7.786694,4,3,99.508774,99.613821,111.233862,0,0.685460,100.000000
7.793920,4,3,99.508774,99.613821,111.233862,0,0.285892,100.000000
7.803833,4,3,99.508774,99.613821,111.233862,0,0.689150,100.000000
7.811059,4,3,99.508774,99.613821,111.233862,0,0.289007,100.000000
7.820972,4,3,99.508774,99.613821,111.233862,0,0.694142,100.000000
7.828198,4,3,99.508774,99.613821,111.233862,0,0.291456,100.000000
7.838111,4,3,99.508774,99.613821,111.233862,0,0.696655,100.000000
7.845337,4,3,99.508774,99.613821,111.233862,0,0.296374,100.000000
7.855250,4,3,99.508774,99.613821,111.233862,0,0.698967,100.000000
7.862476,4,3,99.508774,99.613821,111.233862,0,0.300096,100.000000
7.872389,4,3,99.508774,99.613821,111.233862,0,0.702396,100.000000
7.879615,4,3,99.508774,99.613821,111.233862,0,0.303006,100.000000
7.889528,4,3,99.508774,99.613821,111.233862,0,0.704350,100.000000
7.896754,4,3,99.508774,99.613821,111.233862,0,0.306064,100.000000
7.906667,4,3,99.508774,99.613821,111.233862,0,0.707176,100.000000
7.913893,4,3,99.508774,99.613821,111.233862,0,0.308414,100.000000
7.923806,4,3,99.508774,99.613821,111.233862,0,0.708709,100.000000
7.931031,4,3,99.508774,99.613821,111.233862,0,0.309801,100.000000
7.940944,4,3,99.508774,99.613821,111.233862,0,0.712074,100.000000
7.948170,4,3,99.508774,99.613821,111.233862,0,0.313438,100.000000
7.958083,4,3,99.508774,99.613821,111.233862,0,0.717071,100.000000
7.965309,4,3,99.508774,99.613821,111.233862,0,0.315846,100.000000
7.975222,4,3,99.508774,99.613821,111.233862,0,0.720621,100.000000
7.982448,4,3,99.508774,99.613821,111.233862,0,0.320098,100.000000
7.992361,4,3,99.508774,99.613821,111.233862,0,0.725180,100.000000
7.999587,4,3,99.508774,99.613821,111.233862,0,0.324156,100.000000
8.009500,4,3,99.508774,99.613821,111.233862,0,0.728268,100.000000
8.016726,4,3,99.508774,99.613821,111.233862,0,0.328248,100.000000
8.026639,4,3,99.508774,99.613821,111.233862,0,0.729737,100.000000
8.033865,4,3,99.508774,99.613821,111.233862,0,0.329676,100.000000
8.043778,4,3,99.508774,99.613821,111.233862,0,0.733719,100.000000
8.051004,4,3,99.508774,99.613821,111.233862,0,0.334069,100.000000
8.060917,4,3,99.508774,99.613821,111.233862,0,0.738653,100.000000
8.068143,4,3,99.508774,99.613821,111.233862,0,0.336668,100.000000
8.078055,4,3,99.508774,99.613821,111.233862,0,0.740244,100.000000
8.085281,4,3,99.508774,99.613821,111.233862,0,0.340408,100.000000
8.095194,4,3,99.508774,99.613821,111.233862,0,0.744692,100.000000
8.102420,4,3,99.508774,99.613821,111.233862,0,0.341797,100.000000
8.112333,4,3,99.508774,99.613821,111.233862,0,0.748017,100.000000
8.119559,4,3,99.508774,99.613821,111.233862,0,0.343763,100.000000
8.129472,4,3,99.508774,99.613821,111.233862,0,0.752455,100.000000
8.136698,4,3,99.508774,99.613821,111.233862,0,0.344997,100.000000
8.146611,4,3,99.508774,99.613821,111.233862,0,0.753918,100.000000
8.153837,4,3,99.508774,99.613821,111.233862,0,0.347826,100.000000
8.163750,4,3,99.508774,99.613821,111.233862,0,0.756613,100.000000
8.170976,4,3,99.508774,99.613821,111.233862,0,0.352254,100.000000
8.180889,4,3,99.508774,99.613821,111.233862,0,0.758698,100.000000
8.188115,4,3,99.508774,99.613821,111.233862,0,0.354869,100.000000
8.198028,4,3,99.508774,99.613821,111.233862,0,0.762384,100.000000
8.205254,4,3,99.508774,99.613821,111.233862,0,0.357248,100.000000
8.215167,4,3,99.508774,99.613821,111.233862,0,0.765940,100.000000
8.222392,4,3,99.508774,99.613821,111.233862,0,0.359845,100.000000
8.232305,4,3,99.508774,99.613821,111.233862,0,0.769398,100.000000
8.239531,4,3,99.508774,99.613821,111.233862,0,0.361125,100.000000
8.249444,4,3,99.508774,99.613821,111.233862,0,0.773012,100.000000
8.256670,4,3,99.508774,99.613821,111.233862,0,0.365030,100.000000
8.266583,4,3,99.508774,99.613821,111.233862,0,0.774454,100.000000
8.273809,4,3,99.508774,99.613821,111.233862,0,0.367651,100.000000
8.283722,4,3,99.508774,99.613821,111.233862,0,0.776738,100.000000
8.290948,4,3,99.508774,99.613821,111.233862,0,0.368770,100.000000
8.300861,4,3,99.508774,99.613821,111.233862,0,0.778177,100.000000
